epoch,loss,hm_loss,wh_loss,off_loss,time
1,13.869439506530762,6.231826686859131,73.24337997436524,0.31327481269836427,0.11666666666666667
2,10.527302646636963,3.042942214012146,72.2457504272461,0.2597854778170586,0.08333333333333333
3,10.339469146728515,2.7546109676361086,73.40347824096679,0.24451042860746383,0.08333333333333333
4,10.016460609436034,2.639679956436157,71.08860549926757,0.267919959127903,0.08333333333333333
5,9.61599588394165,2.4013470888137816,69.53332138061523,0.2613166317343712,0.08333333333333333
6,8.754676818847656,2.178539347648621,63.03458938598633,0.2726783961057663,0.08333333333333333
7,7.66591100692749,2.136422026157379,52.33376502990723,0.2961124569177628,0.08333333333333333
8,5.93863959312439,2.120975470542908,34.93054046630859,0.32460989952087405,0.08333333333333333
9,5.270375108718872,2.0057388067245485,29.665952110290526,0.2980410933494568,0.08333333333333333
10,4.494737005233764,1.9910510778427124,22.092863655090333,0.29439962804317477,0.08333333333333333
11,4.015717506408691,1.7799485325813293,19.460399627685547,0.2897289603948593,0.08333333333333333
12,3.3299275636672974,1.569112813472748,14.731885528564453,0.28762619346380236,0.08333333333333333
13,3.4020735025405884,1.6071522116661072,14.777851963043213,0.3171360194683075,0.08333333333333333
14,2.8784653902053834,1.44410742521286,11.820141315460205,0.2523437961935997,0.08333333333333333
15,2.5640830993652344,1.112847203016281,11.731902027130127,0.2780456691980362,0.08333333333333333
16,2.5197011709213255,1.1439305424690247,11.08708176612854,0.2670624375343323,0.08333333333333333
17,2.6427600502967836,1.2085188150405883,11.418559741973876,0.29238522201776507,0.08333333333333333
18,2.389771604537964,1.0497513175010682,10.50465292930603,0.2895550191402435,0.08333333333333333
19,2.5541118741035462,1.1449860095977784,11.53873815536499,0.25525202304124833,0.08333333333333333
20,2.3204826712608337,0.9817422926425934,10.832305908203125,0.2555097430944443,0.08333333333333333
21,2.2499128103256227,1.0150255680084228,9.607818746566773,0.2741053611040115,0.08333333333333333
22,2.35309921503067,0.8836692988872528,11.853785133361816,0.2840513899922371,0.08333333333333333
23,2.079975056648254,0.770339971780777,10.491335773468018,0.26050146520137785,0.08333333333333333
24,2.718803596496582,1.3536024689674377,11.020391368865967,0.26316201090812685,0.08333333333333333
25,2.137540864944458,0.8994100272655488,9.82868242263794,0.255262590944767,0.08333333333333333
26,2.2399459004402162,0.7991390794515609,11.626959037780761,0.27811096161603927,0.08333333333333333
27,1.9246771693229676,0.6671583980321885,10.003003454208374,0.25721841156482694,0.08333333333333333
28,2.0322978615760805,0.6805761754512787,10.858570098876953,0.265864659845829,0.08333333333333333
29,1.8797437310218812,0.5657556653022766,10.60135817527771,0.25385224670171735,0.08333333333333333
30,1.789657473564148,0.5431080639362336,9.937465333938599,0.2528028815984726,0.08333333333333333
31,1.804848313331604,0.5045046895742417,10.370807361602782,0.263262876868248,0.08333333333333333
32,1.5788860201835633,0.3335952192544937,9.795921468734742,0.2656986236572266,0.08333333333333333
33,1.6083255767822267,0.4049102783203125,9.492637205123902,0.2541515603661537,0.08333333333333333
34,1.93172367811203,0.6191793411970139,10.474009704589843,0.26514336466789246,0.08333333333333333
35,1.8004528880119324,0.5762261629104615,9.735707187652588,0.25065598338842393,0.08333333333333333
36,1.9176357626914977,0.6294798195362091,10.333831787109375,0.2547727569937706,0.08333333333333333
37,1.7743676424026489,0.5585044741630554,9.748798656463624,0.24098331183195115,0.08333333333333333
38,1.7177360892295837,0.5212004005908966,9.403016090393066,0.25623404830694196,0.08333333333333333
39,1.5706544518470764,0.354012880474329,9.556611013412475,0.26098046600818636,0.08333333333333333
40,1.6926443696022033,0.49486843347549436,9.392925310134888,0.25848343372344973,0.08333333333333333
41,1.5956441402435302,0.403598016500473,9.037595796585084,0.28828648924827577,0.08333333333333333
42,1.3992089986801148,0.3004885345697403,8.55227952003479,0.2434925302863121,0.08333333333333333
43,1.4078698873519897,0.3100680559873581,8.58830680847168,0.23897111862897874,0.08333333333333333
44,1.4023462891578675,0.27761090695858004,8.795516395568848,0.24518372118473053,0.08333333333333333
45,1.48562393784523,0.3131686344742775,9.396093845367432,0.23284591287374495,0.08333333333333333
46,1.4341206490993499,0.33861513137817384,8.6336678981781,0.23213870525360109,0.08333333333333333
47,1.309156709909439,0.21571994423866273,8.464815902709962,0.24695518761873245,0.08333333333333333
48,1.414251697063446,0.2652781307697296,9.121008777618409,0.23687263280153276,0.08333333333333333
49,1.2750369906425476,0.22364612370729448,8.091904258728027,0.24220042526721955,0.08333333333333333
50,1.351352298259735,0.22232112735509874,8.903105401992798,0.2387206107378006,0.08333333333333333
51,1.287793868780136,0.1801390029489994,8.575688219070434,0.25008602291345594,0.08333333333333333
52,1.4133081078529357,0.27274962067604064,9.13387327194214,0.22717114984989167,0.08333333333333333
53,1.4296735286712647,0.24504974037408828,9.37131028175354,0.24749272912740708,0.08333333333333333
54,1.2613749027252197,0.21325281038880348,8.055123853683472,0.242609703540802,0.08333333333333333
55,1.3129148304462432,0.24198789075016974,8.281212186813354,0.24280569404363633,0.08333333333333333
56,1.4084993124008178,0.2550542078912258,9.217103624343872,0.2317347213625908,0.08333333333333333
57,1.2804182648658753,0.21131772175431252,8.189804887771606,0.2501200497150421,0.08333333333333333
58,1.3757880210876465,0.2825635880231857,8.572382354736328,0.23598621636629105,0.08333333333333333
59,1.2857834458351136,0.21399369239807128,8.269651222229005,0.24482462257146836,0.08333333333333333
60,1.2547677278518676,0.2051057383418083,8.111585426330567,0.23850345760583877,0.08333333333333333
